emp_no,title,salary
245143,Staff,47884
245180,Senior Staff,59443
245182,Senior Engineer,40000
245186,Senior Staff,75488
245196,Senior Staff,69757
245202,Senior Staff,40000
245203,Engineer,47801
245252,Senior Engineer,40000
245257,Senior Engineer,40000
245258,Senior Staff,60118
245264,Senior Staff,71189
245265,Engineer,70650
245268,Engineer,42126
245273,Engineer,44102
245282,Senior Engineer,40000
245284,Senior Staff,47695
245290,Senior Engineer,55879
245291,Senior Engineer,47210
245293,Senior Engineer,42463
245306,Senior Staff,40000
245309,Senior Engineer,50350
245313,Senior Engineer,68096
245318,Senior Staff,77043
245320,Senior Engineer,40824
245336,Staff,53532
245338,Technique Leader,41300
245349,Senior Engineer,47411
245350,Technique Leader,42504
245352,Senior Staff,87975
245362,Senior Engineer,62577
245363,Senior Staff,40000
245364,Technique Leader,40000
245365,Engineer,40000
245366,Senior Engineer,52967
245373,Senior Engineer,44907
245381,Senior Staff,44805
245385,Senior Engineer,40000
245389,Staff,61263
245398,Engineer,47502
245412,Staff,91134
245415,Senior Engineer,55769
245425,Senior Staff,60310
245430,Senior Staff,40000
245434,Senior Engineer,52082
245441,Technique Leader,44175
245444,Senior Staff,68157
245463,Senior Staff,59781
245474,Senior Engineer,40000
245491,Senior Engineer,40000
245493,Senior Staff,48954
245498,Engineer,52012
245503,Senior Engineer,50226
245517,Senior Engineer,49841
245527,Senior Engineer,47425
245528,Staff,67161
245530,Senior Engineer,40000
245535,Technique Leader,40000
245537,Senior Engineer,40000
245540,Senior Engineer,40000
245561,Senior Staff,51993
245565,Senior Staff,73446
245567,Senior Staff,85851
245580,Senior Staff,40000
245584,Staff,43394
245585,Senior Staff,72143
245590,Senior Engineer,40000
245593,Senior Staff,75312
245595,Engineer,49110
245596,Senior Engineer,40000
245598,Senior Staff,54900
245611,Senior Staff,70881
245622,Senior Engineer,40000
245634,Senior Engineer,52121
245642,Senior Engineer,67047
245645,Senior Staff,40000
245646,Senior Engineer,51316
245653,Senior Staff,40000
245683,Senior Engineer,59219
245688,Technique Leader,49561
245692,Senior Staff,40000
245717,Senior Engineer,41074
245719,Senior Staff,58905
245740,Senior Staff,40000
245742,Senior Staff,57783
245756,Senior Staff,67654
245771,Senior Engineer,40000
245777,Senior Staff,40000
245783,Staff,64121
245790,Senior Staff,57246
245805,Senior Staff,55955
245815,Engineer,40000
245829,Senior Engineer,40000
245833,Senior Engineer,40000
245835,Senior Staff,65441
245837,Senior Engineer,40000
245840,Senior Staff,68335
245854,Senior Engineer,40000
245880,Senior Engineer,72013
245882,Staff,66200
245886,Assistant Engineer,49132
245889,Senior Engineer,40000
245902,Senior Staff,40000
245914,Technique Leader,42005
245920,Senior Staff,44276
245927,Senior Engineer,41793
245943,Staff,67611
245951,Engineer,69882
245953,Technique Leader,40000
245969,Senior Staff,72956
245970,Senior Engineer,54384
245986,Senior Engineer,58471
245997,Senior Staff,51278
245998,Senior Staff,58221
246005,Senior Staff,78790
246012,Senior Staff,62161
246018,Senior Staff,60473
246038,Senior Engineer,48906
246039,Senior Staff,50446
246041,Senior Staff,48832
246050,Engineer,40000
246061,Senior Engineer,55297
246062,Senior Engineer,40000
246071,Senior Engineer,81987
246073,Senior Engineer,40000
246077,Senior Staff,40000
246089,Technique Leader,51607
246093,Senior Engineer,40000
246099,Engineer,40000
246100,Senior Engineer,40000
246101,Senior Staff,59782
246103,Senior Engineer,49045
246114,Senior Staff,65178
246127,Assistant Engineer,40000
246134,Senior Engineer,55929
246140,Senior Staff,85500
246144,Engineer,44823
246149,Senior Engineer,50136
246153,Engineer,60863
246155,Senior Staff,69432
246157,Senior Engineer,40047
246160,Senior Engineer,52282
246161,Senior Staff,56952
246165,Senior Staff,51826
246170,Senior Staff,67552
246182,Staff,43952
246198,Senior Staff,47276
246207,Senior Engineer,62025
246211,Engineer,40000
246215,Senior Staff,40000
246224,Senior Engineer,51921
246225,Assistant Engineer,47474
246236,Senior Staff,71936
246240,Senior Engineer,45920
246249,Senior Engineer,60760
246253,Senior Staff,43176
246264,Senior Staff,70529
246273,Senior Engineer,54720
246276,Staff,59126
246289,Senior Engineer,40000
246295,Senior Engineer,52741
246320,Engineer,40000
246322,Engineer,40000
246356,Senior Engineer,43067
246381,Senior Staff,66768
246383,Senior Staff,40000
246386,Staff,40000
246392,Senior Staff,60420
246395,Senior Engineer,40000
246428,Senior Staff,84867
246435,Senior Engineer,40093
246437,Senior Engineer,44705
246446,Engineer,40000
246463,Staff,41411
246467,Senior Engineer,56408
246482,Senior Staff,53310
246490,Senior Engineer,50716
246498,Technique Leader,51937
246505,Senior Staff,56450
246510,Engineer,42650
246511,Senior Engineer,41462
246513,Senior Engineer,40000
246518,Senior Engineer,40000
246522,Senior Engineer,56544
246545,Senior Staff,47605
246546,Senior Engineer,62661
246549,Senior Staff,40000
246556,Senior Staff,80933
246559,Senior Staff,102936
246566,Senior Engineer,40000
246568,Technique Leader,47539
246571,Senior Staff,54869
246590,Senior Engineer,40000
246599,Engineer,40000
246600,Senior Staff,46944
246622,Senior Staff,40000
246630,Engineer,69702
246637,Assistant Engineer,58840
246639,Senior Engineer,43451
246647,Senior Engineer,40000
246651,Senior Engineer,56221
246655,Senior Staff,63749
246658,Senior Engineer,40000
246667,Staff,61757
246677,Staff,60645
246692,Senior Staff,75889
246700,Senior Engineer,51502
246708,Technique Leader,52279
246709,Senior Engineer,51883
246717,Senior Staff,74346
246720,Senior Engineer,44891
246722,Staff,51488
246739,Senior Staff,59226
246743,Senior Staff,40000
246756,Senior Staff,89251
246757,Senior Staff,72439
246765,Senior Engineer,43510
246775,Senior Staff,75809
246782,Technique Leader,40000
246783,Senior Staff,40000
246794,Technique Leader,48232
246812,Senior Engineer,55097
246817,Senior Engineer,66343
246834,Senior Staff,40000
246839,Senior Engineer,52341
246841,Engineer,42566
246842,Technique Leader,57569
246851,Engineer,51836
246854,Engineer,46342
246858,Senior Engineer,40000
246866,Senior Engineer,59700
246873,Technique Leader,51585
246881,Senior Engineer,63585
246901,Senior Engineer,42847
246904,Senior Staff,66527
246915,Senior Engineer,40000
246919,Senior Staff,107316
246930,Senior Engineer,67266
246935,Senior Engineer,40000
246947,Engineer,43073
246954,Engineer,40000
246957,Senior Engineer,46708
246959,Senior Staff,51849
246964,Senior Staff,52639
246976,Engineer,40000
246979,Senior Staff,66557
246984,Senior Staff,40000
246997,Senior Staff,40000
247023,Senior Staff,40000
247024,Senior Engineer,40000
247035,Engineer,40000
247055,Senior Engineer,52756
247056,Senior Staff,72384
247059,Senior Staff,40000
247060,Senior Staff,40000
247065,Technique Leader,87808
247084,Senior Engineer,40000
247086,Senior Staff,53028
247104,Senior Staff,46014
247108,Senior Staff,49309
247116,Senior Engineer,40000
247118,Senior Engineer,44592
247135,Engineer,44320
247136,Senior Engineer,40000
247150,Engineer,40000
247168,Technique Leader,47569
247170,Senior Staff,40000
247178,Senior Engineer,40000
247185,Engineer,54430
247198,Staff,48391
247206,Senior Staff,70886
247210,Senior Staff,49246
247216,Senior Engineer,40000
247220,Staff,72579
247230,Staff,68436
247232,Senior Engineer,40000
247242,Senior Staff,74002
247250,Senior Engineer,51319
247256,Senior Staff,102719
247273,Engineer,51660
247284,Senior Engineer,58804
247293,Senior Staff,64371
247299,Senior Engineer,40313
247301,Senior Engineer,42506
247306,Senior Staff,40000
247311,Senior Staff,40000
247312,Senior Staff,65589
247315,Senior Staff,55144
247318,Senior Engineer,64082
247322,Senior Staff,41757
247323,Senior Staff,46312
247329,Senior Engineer,51021
247331,Senior Engineer,40000
247332,Engineer,43849
247335,Engineer,70959
247338,Senior Engineer,50605
247377,Senior Engineer,44802
247395,Staff,40000
247400,Senior Engineer,40000
247401,Senior Staff,49364
247402,Staff,40000
247408,Senior Engineer,54944
247410,Engineer,55660
247411,Senior Staff,67972
247412,Senior Staff,51201
247427,Senior Engineer,55784
247434,Staff,80765
247442,Senior Engineer,40000
247446,Staff,40000
247449,Engineer,40000
247453,Senior Staff,71454
247458,Staff,40000
247472,Senior Engineer,46274
247477,Senior Staff,101744
247485,Senior Staff,56637
247501,Engineer,40000
247502,Senior Staff,88889
247518,Senior Engineer,56006
247537,Senior Engineer,47016
247538,Senior Staff,70226
247540,Staff,81111
247541,Senior Staff,51582
247559,Senior Staff,70081
247569,Engineer,40000
247577,Senior Engineer,59459
247590,Senior Engineer,43530
247594,Senior Engineer,47190
247634,Engineer,40000
247645,Engineer,40000
247667,Technique Leader,58836
247675,Engineer,44196
247677,Senior Staff,44528
247678,Senior Engineer,45231
247681,Senior Engineer,40000
247689,Senior Engineer,43909
247691,Staff,40000
247702,Technique Leader,40000
247706,Senior Staff,52775
247714,Senior Staff,80889
247715,Senior Staff,81381
247722,Staff,40000
247729,Senior Engineer,51795
247731,Engineer,40000
247761,Senior Engineer,46434
247763,Senior Engineer,55402
247769,Senior Engineer,40000
247774,Senior Engineer,69832
247777,Senior Engineer,40000
247784,Senior Staff,45089
247790,Senior Engineer,60397
247807,Technique Leader,40000
247808,Senior Engineer,40000
247817,Senior Engineer,55393
247826,Senior Staff,40000
247827,Senior Staff,82733
247855,Senior Staff,53566
247858,Senior Engineer,70843
247860,Senior Staff,68643
247863,Senior Engineer,40000
247872,Senior Staff,71823
247876,Senior Engineer,58680
247877,Senior Staff,49858
247878,Senior Staff,54955
247880,Staff,66704
247887,Senior Staff,91473
247898,Senior Staff,41154
247900,Senior Engineer,68940
247910,Senior Engineer,46059
247919,Senior Engineer,48862
247920,Senior Staff,40000
247942,Engineer,63464
247951,Staff,73051
247959,Technique Leader,40000
247963,Senior Engineer,40000
247967,Technique Leader,49881
247968,Senior Staff,61772
247971,Senior Staff,73441
247973,Senior Engineer,40000
247984,Senior Staff,40000
248000,Engineer,40000
248008,Senior Engineer,49589
248012,Senior Engineer,40000
248019,Senior Staff,44341
248023,Senior Engineer,45706
248035,Engineer,45760
248038,Senior Engineer,52235
248049,Engineer,40000
248050,Senior Staff,40000
248056,Senior Engineer,49021
248063,Technique Leader,56626
248066,Senior Engineer,40000
248079,Engineer,54139
248083,Technique Leader,40043
248084,Engineer,60370
248085,Senior Engineer,46341
248087,Senior Engineer,40000
248092,Senior Staff,70442
248125,Senior Engineer,51912
248130,Senior Staff,53992
248134,Technique Leader,40000
248141,Staff,50528
248144,Senior Engineer,57176
248172,Senior Staff,48284
248214,Staff,74048
248219,Senior Engineer,54045
248224,Senior Staff,87363
248227,Senior Engineer,40000
248230,Technique Leader,53067
248232,Staff,81411
248233,Technique Leader,54015
248234,Senior Staff,40000
248245,Engineer,52657
248259,Senior Engineer,40000
248264,Senior Engineer,44543
248268,Senior Staff,86422
248277,Senior Staff,45872
248292,Senior Engineer,52830
248295,Senior Staff,48665
248303,Senior Engineer,50157
248304,Senior Engineer,56773
248310,Senior Engineer,69869
248312,Senior Staff,44257
248320,Senior Engineer,40000
248324,Senior Engineer,46534
248327,Senior Staff,40000
248335,Technique Leader,40000
248336,Senior Staff,76219
248340,Engineer,40000
248361,Senior Staff,40000
248374,Senior Engineer,51583
248377,Senior Engineer,40000
248386,Senior Engineer,49574
248389,Senior Staff,40000
248414,Senior Engineer,57497
248416,Senior Engineer,56420
248419,Staff,57484
248437,Senior Staff,71767
248443,Senior Staff,40729
248454,Senior Staff,51717
248456,Senior Staff,58465
248458,Engineer,60814
248462,Senior Engineer,55603
248475,Senior Engineer,47060
248478,Senior Staff,48784
248486,Senior Staff,52833
248502,Senior Engineer,53222
248515,Senior Staff,77147
248524,Engineer,44888
248537,Engineer,52564
248542,Senior Engineer,63887
248544,Senior Staff,65252
248571,Senior Staff,62435
248572,Senior Staff,95759
248580,Senior Staff,40000
248586,Senior Engineer,40000
248599,Senior Staff,80295
248600,Senior Staff,46533
248609,Engineer,46767
248614,Staff,48798
248626,Senior Engineer,44424
248627,Senior Staff,40000
248631,Senior Staff,63144
248632,Senior Staff,74584
248640,Senior Staff,43486
248642,Senior Staff,40000
248648,Senior Engineer,40000
248650,Senior Staff,40000
248659,Senior Engineer,40000
248669,Staff,74539
248686,Senior Staff,40000
248688,Senior Engineer,45640
248706,Senior Staff,81045
248710,Senior Staff,63763
248713,Engineer,40000
248719,Technique Leader,70743
248733,Senior Engineer,46977
248734,Senior Engineer,41595
248741,Senior Staff,57870
248743,Senior Engineer,40000
248755,Technique Leader,45761
248765,Engineer,46066
248818,Senior Staff,50354
248820,Technique Leader,55115
248826,Technique Leader,40000
248859,Senior Staff,58958
248860,Senior Engineer,42988
248871,Senior Staff,45827
248872,Engineer,40000
248885,Senior Staff,82421
248888,Senior Engineer,55705
248902,Senior Staff,40000
248905,Staff,69154
248908,Engineer,45468
248933,Senior Staff,40000
248939,Staff,85101
248950,Staff,56782
248951,Engineer,47357
248957,Senior Staff,59820
248959,Senior Staff,62838
248965,Senior Staff,69156
248973,Senior Staff,56807
248979,Senior Staff,90062
248988,Staff,65731
248989,Senior Engineer,40000
248991,Technique Leader,40000
248994,Senior Staff,65894
248996,Senior Staff,40000
249003,Senior Engineer,40000
249011,Senior Staff,42644
249034,Technique Leader,47627
249045,Senior Staff,48246
249052,Assistant Engineer,40000
249067,Technique Leader,41079
249072,Staff,49308
249078,Senior Engineer,49049
249082,Senior Engineer,40000
249093,Senior Engineer,40000
249094,Assistant Engineer,64641
249110,Staff,59664
249117,Technique Leader,67615
249121,Senior Engineer,51340
249150,Senior Staff,43908
249153,Senior Staff,40000
249158,Senior Engineer,61907
249159,Senior Staff,69111
249161,Staff,40000
249163,Senior Staff,40000
249166,Senior Staff,40000
249170,Engineer,76490
249174,Senior Engineer,89375
249193,Senior Engineer,58936
249194,Senior Engineer,41609
249222,Senior Engineer,40000
249225,Engineer,40000
249226,Senior Staff,52120
249227,Engineer,41634
249233,Senior Engineer,42914
249237,Senior Engineer,40000
249238,Senior Staff,47039
249245,Senior Staff,64553
249261,Senior Staff,70545
249265,Staff,44846
249276,Senior Staff,62183
249288,Engineer,67652
249299,Senior Engineer,53262
249306,Staff,63854
249324,Engineer,40000
249339,Senior Engineer,59037
249341,Senior Staff,74912
249343,Senior Engineer,40000
249355,Senior Staff,85370
249369,Senior Engineer,72202
249377,Senior Staff,71678
249381,Senior Engineer,40000
249387,Senior Staff,70177
249390,Senior Engineer,52721
249394,Senior Engineer,40000
249395,Senior Staff,53713
249399,Senior Engineer,40000
249400,Engineer,40000
249409,Senior Staff,53668
249410,Assistant Engineer,46630
249411,Senior Staff,84575
249415,Senior Engineer,46429
249417,Senior Engineer,40000
249429,Senior Engineer,48628
249439,Engineer,65081
249453,Senior Engineer,40000
249457,Senior Staff,40000
249468,Senior Staff,55927
249479,Senior Engineer,40000
249506,Senior Staff,58916
249507,Senior Staff,48088
249515,Senior Engineer,40000
249520,Senior Engineer,52651
249521,Engineer,40000
249525,Senior Staff,99708
249528,Senior Engineer,40000
249534,Senior Engineer,44630
249535,Senior Engineer,40000
249547,Senior Staff,40000
249548,Engineer,63507
249549,Senior Engineer,49196
249559,Senior Engineer,40000
249567,Senior Staff,46671
249568,Senior Engineer,40000
249578,Senior Engineer,44196
249591,Senior Engineer,45815
249602,Senior Staff,40000
249603,Staff,43340
249607,Senior Engineer,40974
249609,Senior Staff,64249
249610,Senior Staff,40000
249613,Senior Staff,50443
249619,Senior Engineer,79436
249624,Senior Staff,65649
249642,Senior Engineer,59298
249643,Senior Engineer,54077
249645,Senior Engineer,40194
249646,Senior Engineer,49232
249654,Senior Staff,91034
249663,Staff,71103
249666,Senior Engineer,40000
249667,Senior Staff,70280
249673,Senior Staff,74464
249694,Senior Engineer,51914
249696,Senior Engineer,50602
249697,Senior Engineer,43164
249708,Technique Leader,54049
249711,Senior Staff,65758
249719,Staff,40000
249720,Senior Staff,86813
249721,Staff,62255
249726,Senior Engineer,40000
249729,Senior Engineer,40000
249732,Senior Staff,48458
249733,Staff,80671
249736,Technique Leader,58937
249748,Senior Staff,46946
249750,Senior Staff,51167
249758,Technique Leader,46877
249761,Technique Leader,53240
249763,Senior Staff,52128
249765,Senior Engineer,61674
249766,Staff,55581
249797,Staff,57888
249802,Engineer,46619
249805,Senior Engineer,63973
249806,Senior Engineer,40000
249809,Senior Staff,40000
249819,Technique Leader,40000
249822,Senior Staff,84741
249827,Senior Staff,69504
249830,Senior Engineer,68635
249832,Technique Leader,42846
249843,Engineer,63710
249844,Senior Engineer,40000
249852,Senior Staff,94722
249861,Senior Engineer,40000
249863,Senior Staff,40000
249880,Senior Engineer,47278
249886,Engineer,63142
249900,Senior Engineer,46563
249904,Senior Engineer,40584
249907,Technique Leader,47031
249912,Engineer,51376
249923,Engineer,59199
249924,Senior Engineer,53995
249931,Staff,45632
249947,Engineer,70544
249958,Staff,61788
249968,Engineer,40000
249971,Engineer,57150
249972,Senior Staff,57068
249979,Senior Engineer,41887
249988,Senior Staff,77921
249995,Staff,40000
250000,Senior Engineer,50402
250004,Senior Engineer,45540
250005,Senior Engineer,40000
250006,Senior Staff,84272
250015,Staff,63339
250023,Engineer,40000
250026,Senior Engineer,40789
250028,Senior Staff,40000
250030,Senior Engineer,40412
250033,Senior Staff,40000
250039,Technique Leader,50165
250059,Senior Staff,76238
250060,Senior Staff,78669
250068,Senior Staff,78666
250079,Senior Staff,61346
250080,Senior Engineer,50189
250083,Senior Staff,49788
250107,Staff,70781
250117,Senior Staff,50086
250127,Engineer,58136
250129,Senior Engineer,40000
250130,Senior Engineer,50868
250141,Senior Staff,46120
250158,Senior Engineer,51935
250163,Senior Engineer,40000
250169,Senior Engineer,41737
250211,Senior Staff,40000
250213,Senior Engineer,40000
250216,Senior Staff,40000
250218,Senior Engineer,41127
250225,Senior Engineer,50176
250228,Engineer,63146
250241,Senior Staff,40000
250244,Senior Staff,86983
250248,Senior Engineer,40000
250257,Senior Engineer,40000
250260,Senior Staff,58362
250264,Senior Staff,55929
250272,Senior Engineer,49754
250276,Senior Engineer,40000
250295,Engineer,63757
250303,Technique Leader,57582
250304,Staff,40000
250331,Technique Leader,40236
250339,Senior Staff,54198
250342,Senior Engineer,63178
250356,Senior Staff,59273
250369,Senior Engineer,66003
250376,Senior Staff,88891
250384,Senior Engineer,40000
250387,Senior Engineer,43196
250389,Engineer,47454
250405,Senior Staff,43014
250418,Senior Staff,71357
250419,Engineer,40000
250420,Senior Staff,49702
250423,Senior Staff,43880
250428,Senior Engineer,40000
250437,Senior Staff,43489
250454,Engineer,74164
250460,Staff,40000
250462,Technique Leader,41223
250464,Senior Staff,85561
250470,Senior Staff,40000
250472,Senior Staff,63363
250473,Staff,45298
250477,Engineer,83282
250478,Senior Staff,62935
250493,Senior Staff,47561
250496,Senior Staff,72952
250499,Senior Staff,97241
250515,Senior Staff,41651
250516,Engineer,40000
250528,Senior Staff,41455
250531,Senior Staff,60116
250532,Staff,50036
250554,Senior Staff,98525
250557,Senior Staff,63894
250558,Senior Engineer,46742
250567,Senior Engineer,65332
250580,Senior Engineer,40000
250598,Senior Staff,40000
250604,Senior Engineer,40000
250612,Senior Staff,79248
250616,Senior Engineer,40000
250621,Engineer,56226
250624,Senior Staff,86552
250626,Senior Engineer,51109
250629,Senior Engineer,43491
250637,Senior Staff,40000
250639,Senior Staff,61751
250652,Senior Staff,42728
250653,Engineer,76198
250656,Senior Engineer,40000
250662,Engineer,40000
250664,Senior Staff,40000
250670,Senior Engineer,54293
250671,Senior Engineer,44892
250675,Senior Engineer,51097
250677,Engineer,40000
250685,Senior Engineer,40000
250687,Senior Staff,84847
250700,Staff,87265
250708,Senior Engineer,40000
250711,Senior Staff,45505
250714,Senior Engineer,54322
250716,Senior Staff,55978
250717,Senior Engineer,69748
250743,Senior Staff,40000
250745,Engineer,40000
250747,Staff,44632
250761,Staff,78654
250771,Senior Staff,44003
250790,Senior Staff,57409
250791,Technique Leader,47983
250794,Senior Staff,106553
250799,Senior Staff,89545
250801,Senior Engineer,40000
250805,Senior Engineer,47747
250816,Senior Staff,40344
250819,Senior Staff,79004
250825,Senior Staff,80146
250842,Technique Leader,64003
250845,Engineer,70543
250851,Senior Engineer,44644
250854,Senior Engineer,64986
250875,Engineer,40000
250883,Senior Staff,44216
250884,Senior Staff,40000
250886,Senior Staff,64747
250903,Senior Engineer,49821
250904,Staff,40000
250934,Senior Engineer,40000
250945,Senior Staff,80757
250950,Staff,40000
250967,Senior Staff,59307
250971,Senior Staff,46557
250984,Senior Staff,40000
250993,Senior Engineer,40000
250996,Technique Leader,40000
251000,Senior Engineer,52928
251002,Senior Staff,51774
251004,Senior Engineer,53110
251005,Senior Engineer,40000
251013,Technique Leader,40000
251016,Senior Engineer,55179
251022,Staff,52658
251026,Engineer,41238
251043,Senior Staff,58266
251044,Senior Staff,42665
251045,Assistant Engineer,40000
251068,Senior Engineer,50782
251070,Staff,69993
251079,Senior Engineer,40000
251082,Technique Leader,51415
251085,Senior Engineer,40000
251092,Senior Engineer,59201
251100,Senior Staff,40000
251103,Technique Leader,43554
251108,Senior Engineer,62267
251124,Senior Staff,53964
251130,Senior Engineer,46988
251141,Technique Leader,52168
251149,Senior Engineer,40954
251154,Technique Leader,40000
251182,Senior Staff,82238
251200,Engineer,43024
251216,Senior Staff,66261
251237,Senior Staff,66887
251253,Staff,58513
251261,Senior Staff,61063
251262,Senior Engineer,56444
251268,Senior Staff,63828
251272,Engineer,40000
251291,Senior Staff,58538
251296,Senior Engineer,46627
251299,Senior Engineer,59707
251307,Senior Engineer,66736
251318,Senior Engineer,40000
251321,Senior Engineer,40000
251324,Senior Staff,64611
251327,Senior Staff,40000
251336,Engineer,72658
251367,Senior Engineer,40000
251384,Senior Staff,56038
251388,Senior Engineer,40000
251404,Senior Staff,89837
251419,Senior Engineer,40000
251436,Engineer,40000
251451,Senior Engineer,45135
251456,Staff,86599
251464,Senior Staff,70706
251470,Senior Engineer,59253
251472,Senior Staff,61197
251474,Engineer,64458
251478,Senior Engineer,52510
251480,Engineer,40000
251493,Assistant Engineer,71366
251495,Senior Staff,80367
251496,Senior Engineer,69643
251510,Senior Engineer,50651
251514,Senior Engineer,62755
251518,Engineer,59217
251524,Senior Engineer,46779
251526,Staff,58125
251536,Senior Staff,50034
251541,Assistant Engineer,58690
251565,Senior Staff,68433
251579,Engineer,40000
251585,Senior Engineer,40000
251591,Technique Leader,40000
251596,Engineer,56031
251603,Staff,70417
251608,Technique Leader,62298
251618,Technique Leader,62749
251621,Senior Engineer,50179
251659,Assistant Engineer,40000
251669,Senior Staff,55298
251683,Assistant Engineer,44022
251684,Senior Staff,61132
251685,Engineer,69927
251687,Senior Engineer,46676
251688,Senior Engineer,44343
251692,Senior Staff,71389
251703,Senior Staff,45965
251706,Senior Engineer,40000
251709,Senior Staff,40000
251720,Engineer,40000
251734,Senior Staff,52648
251739,Senior Engineer,45156
251740,Senior Staff,56874
251767,Senior Engineer,40000
251798,Senior Staff,54522
251801,Senior Staff,40000
251804,Assistant Engineer,40000
251806,Senior Engineer,65002
251812,Staff,57487
251815,Senior Staff,41658
251826,Senior Engineer,62345
251830,Senior Staff,61362
251839,Technique Leader,58529
251851,Senior Engineer,54109
251855,Engineer,45252
251861,Senior Engineer,67849
251862,Senior Engineer,40000
251865,Senior Staff,40000
251877,Engineer,40000
251883,Senior Staff,84163
251903,Engineer,56310
251913,Engineer,49131
251921,Senior Engineer,55264
251938,Senior Staff,46295
251940,Senior Staff,69899
251947,Senior Engineer,40000
251959,Senior Engineer,44605
251961,Senior Engineer,56263
251962,Senior Engineer,42953
251963,Senior Engineer,50597
251966,Senior Staff,43419
251971,Senior Engineer,64062
251999,Senior Engineer,56057
252004,Senior Engineer,40000
252016,Senior Staff,105395
252018,Senior Engineer,40000
252021,Senior Engineer,48546
252023,Senior Staff,63528
252038,Senior Staff,55367
252044,Technique Leader,40000
252055,Senior Engineer,43056
252056,Senior Staff,54806
252058,Senior Staff,64965
252062,Senior Staff,59138
252070,Senior Engineer,66223
252098,Senior Engineer,40000
252104,Senior Engineer,56772
252108,Senior Staff,78143
252118,Senior Engineer,40000
252123,Senior Engineer,40000
252127,Staff,40000
252138,Senior Engineer,51965
252159,Senior Engineer,53265
252166,Senior Engineer,40000
252169,Senior Engineer,49544
252171,Senior Engineer,40000
252189,Staff,96694
252190,Senior Staff,57865
252194,Senior Staff,42975
252198,Staff,57280
252199,Staff,65263
252221,Senior Engineer,46226
252223,Technique Leader,40000
252224,Senior Engineer,47034
252230,Senior Engineer,72744
252235,Engineer,40000
252243,Senior Engineer,40000
252245,Engineer,49248
252251,Senior Engineer,52549
252256,Senior Staff,40000
252260,Senior Engineer,40000
252272,Senior Engineer,65282
252284,Engineer,46417
252285,Engineer,43632
252306,Senior Engineer,60825
252312,Engineer,49783
252313,Senior Staff,83828
252317,Senior Staff,75172
252329,Senior Engineer,50089
252342,Senior Engineer,40297
252351,Senior Engineer,40000
252362,Technique Leader,50570
252368,Senior Staff,83051
252370,Assistant Engineer,54122
252371,Senior Staff,69677
252378,Senior Staff,56711
252391,Senior Staff,40000
252405,Technique Leader,44152
252407,Senior Engineer,44947
252408,Senior Engineer,40000
252410,Senior Engineer,40000
252419,Senior Engineer,48963
252422,Staff,42195
252426,Senior Engineer,40743
252438,Senior Engineer,53169
252447,Senior Staff,63781
252457,Senior Engineer,47989
252461,Senior Staff,50671
252463,Engineer,47493
252476,Senior Engineer,47916
252477,Senior Staff,41272
252479,Senior Engineer,40000
252482,Technique Leader,40000
252483,Assistant Engineer,48973
252496,Engineer,40000
252497,Senior Engineer,40000
252499,Assistant Engineer,40000
252507,Senior Staff,58755
252510,Senior Engineer,44094
252511,Engineer,40000
252514,Senior Staff,65271
252523,Senior Engineer,41870
252534,Engineer,87319
252543,Senior Engineer,81247
252545,Technique Leader,59491
252558,Senior Engineer,40000
252573,Senior Staff,80352
252580,Senior Engineer,55462
252598,Engineer,74655
252603,Senior Engineer,65265
252604,Staff,40000
252607,Senior Engineer,40000
252615,Senior Staff,50935
252630,Staff,40000
252650,Senior Staff,40000
252653,Senior Engineer,61161
252665,Senior Engineer,40000
252666,Senior Staff,55819
252668,Staff,40000
252675,Senior Engineer,52048
252678,Staff,54786
252680,Senior Engineer,40000
252696,Senior Engineer,41298
252700,Senior Staff,40000
252701,Senior Engineer,40000
252703,Senior Staff,73872
252733,Senior Staff,49138
252740,Senior Engineer,40000
252749,Staff,72212
252754,Engineer,40000
252763,Engineer,40000
252764,Staff,44498
252765,Senior Staff,56076
252767,Senior Engineer,46848
252769,Senior Engineer,46551
252779,Senior Staff,54981
252808,Senior Engineer,41657
252822,Staff,40000
252825,Staff,40000
252834,Senior Staff,40000
252840,Senior Engineer,48366
252842,Senior Staff,70629
252848,Senior Staff,40000
252862,Senior Staff,59519
252865,Senior Staff,62961
252868,Senior Engineer,40000
252881,Senior Engineer,41097
252915,Technique Leader,60875
252924,Senior Staff,72797
252927,Senior Staff,53284
252934,Senior Engineer,52755
252936,Engineer,40000
252939,Senior Staff,75307
252942,Staff,51580
252948,Senior Staff,40000
252965,Engineer,42780
252970,Senior Engineer,46089
252971,Senior Staff,81380
252982,Technique Leader,51014
252985,Senior Staff,44732
252989,Senior Engineer,40000
252992,Engineer,40000
252997,Senior Engineer,51917
253002,Senior Staff,40000
253003,Senior Engineer,40000
253017,Senior Engineer,51642
253023,Senior Engineer,40000
253037,Senior Engineer,51595
253042,Senior Staff,59191
253047,Senior Engineer,40000
253066,Senior Engineer,53853
253070,Senior Staff,70352
253081,Technique Leader,40000
253084,Senior Engineer,44857
253086,Senior Engineer,40000
253094,Senior Staff,84628
253096,Senior Staff,40000
253098,Technique Leader,40000
253099,Senior Engineer,40000
253100,Senior Engineer,40000
253105,Senior Staff,52045
253124,Senior Engineer,51189
253125,Senior Engineer,40000
253126,Senior Staff,56589
253141,Senior Staff,40000
253146,Senior Staff,52608
253165,Senior Engineer,40000
